Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
3370	https://www.amazon.com/s?bbn=319903011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319903011%2Cn%3A155991011&dc&qid=1690011798&rnid=319903011&ref=lp_319903011_nr_n_3	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Health	How Things Work	
3371	https://www.amazon.com/s?bbn=319903011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319903011%2Cn%3A155980011&dc&qid=1690011798&rnid=319903011&ref=lp_319903011_nr_n_4	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Health	Maturing	
3372	https://www.amazon.com/s?bbn=319904011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319904011%2Cn%3A156000011&dc&qid=1690011809&rnid=319904011&ref=lp_319904011_nr_n_0	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Math	Mystery & Wonders	
3373	https://www.amazon.com/s?bbn=319905011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319905011%2Cn%3A156002011&dc&qid=1690011813&rnid=319905011&ref=lp_319905011_nr_n_0	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Nature	Earthquakes & Volcanoes	
3374	https://www.amazon.com/s?bbn=319905011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319905011%2Cn%3A156013011&dc&qid=1690011813&rnid=319905011&ref=lp_319905011_nr_n_1	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Nature	Fossils	
3375	https://www.amazon.com/s?bbn=319905011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319905011%2Cn%3A156018011&dc&qid=1690011813&rnid=319905011&ref=lp_319905011_nr_n_2	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Nature	Rocks & Minerals	
3376	https://www.amazon.com/s?bbn=319905011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319905011%2Cn%3A156019011&dc&qid=1690011813&rnid=319905011&ref=lp_319905011_nr_n_3	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Nature	Water	
3377	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A156023011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_10	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Physics		
3378	https://www.amazon.com/s?bbn=319906011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A319906011%2Cn%3A156035011&dc&qid=1690011824&rnid=319906011&ref=lp_319906011_nr_n_0	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Transportation	Motorcycles	
3379	https://www.amazon.com/s?bbn=319902011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319902011%2Cn%3A156039011&dc&qid=1690011782&rnid=319902011&ref=lp_319902011_nr_n_12	Nonfiction	Children's Nonfiction	Science, Nature & How It Works	Zoology		
3380	https://www.amazon.com/s?bbn=319907011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A156050011&dc&qid=1690011830&rnid=319907011&ref=lp_319907011_nr_n_0	Nonfiction	Children's Nonfiction	Sports & Activities	Camping		
3381	https://www.amazon.com/s?bbn=319907011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A156051011&dc&qid=1690011830&rnid=319907011&ref=lp_319907011_nr_n_1	Nonfiction	Children's Nonfiction	Sports & Activities	Cooking		
3382	https://www.amazon.com/s?bbn=319908011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319908011%2Cn%3A156059011&dc&qid=1690011836&rnid=319908011&ref=lp_319908011_nr_n_0	Nonfiction	Children's Nonfiction	Sports & Activities	Games	Puzzles	
3383	https://www.amazon.com/s?bbn=319908011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319908011%2Cn%3A156060011&dc&qid=1690011836&rnid=319908011&ref=lp_319908011_nr_n_1	Nonfiction	Children's Nonfiction	Sports & Activities	Games	Questions & Answers	
3384	https://www.amazon.com/s?bbn=319908011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319908011%2Cn%3A156062011&dc&qid=1690011836&rnid=319908011&ref=lp_319908011_nr_n_2	Nonfiction	Children's Nonfiction	Sports & Activities	Games	Video & Electronic	
3385	https://www.amazon.com/s?bbn=319908011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319908011%2Cn%3A156063011&dc&qid=1690011836&rnid=319908011&ref=lp_319908011_nr_n_3	Nonfiction	Children's Nonfiction	Sports & Activities	Games	Word Games	
3386	https://www.amazon.com/s?bbn=319909011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319909011%2Cn%3A156076011&dc&qid=1690011845&rnid=319909011&ref=lp_319909011_nr_n_0	Nonfiction	Children's Nonfiction	Sports & Activities	Sports	Cycling	
3387	https://www.amazon.com/s?bbn=319909011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319909011%2Cn%3A156081011&dc&qid=1690011845&rnid=319909011&ref=lp_319909011_nr_n_1	Nonfiction	Children's Nonfiction	Sports & Activities	Sports	Gymnastics	
3388	https://www.amazon.com/s?bbn=319909011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319909011%2Cn%3A156091011&dc&qid=1690011845&rnid=319909011&ref=lp_319909011_nr_n_2	Nonfiction	Children's Nonfiction	Sports & Activities	Sports	Motor Sports	
3389	https://www.amazon.com/s?bbn=319909011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A157325011%2Cn%3A319883011%2Cn%3A319907011%2Cn%3A319909011%2Cn%3A156092011&dc&qid=1690011845&rnid=319909011&ref=lp_319909011_nr_n_3	Nonfiction	Children's Nonfiction	Sports & Activities	Sports	Olympics	
3390	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A156148011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_0	Nonfiction	Computers & Technology	Applications & Software	Business		
3391	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977135011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_1	Nonfiction	Computers & Technology	Applications & Software	Calculators		
3392	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977137011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_2	Nonfiction	Computers & Technology	Applications & Software	E-mail		
3393	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977136011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_3	Nonfiction	Computers & Technology	Applications & Software	Educational Software		
3394	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977138011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_4	Nonfiction	Computers & Technology	Applications & Software	Mathematical & Statistical		
3395	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977139011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_5	Nonfiction	Computers & Technology	Applications & Software	Natural Language Processing		
3396	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A16977140011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_6	Nonfiction	Computers & Technology	Applications & Software	Office Software		
3397	https://www.amazon.com/s?bbn=156147011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156147011%2Cn%3A156149011&dc&qid=1690011857&rnid=156147011&ref=lp_156147011_nr_n_7	Nonfiction	Computers & Technology	Applications & Software	Personal Finance		
3398	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977145011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_1	Nonfiction	Computers & Technology	Business			
3399	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977150011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_2	Nonfiction	Computers & Technology	Certification, Training & Reference			
3400	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977190011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_3	Nonfiction	Computers & Technology	Computerized Home & Entertainment			
3401	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977169011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_4	Nonfiction	Computers & Technology	Computer Science			
3402	https://www.amazon.com/s?bbn=156117011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156117011%2Cn%3A16977191011&dc&qid=1690011886&rnid=156117011&ref=lp_156117011_nr_n_0	Nonfiction	Computers & Technology	Databases	Data Mining		
3403	https://www.amazon.com/s?bbn=156117011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156117011%2Cn%3A16977192011&dc&qid=1690011886&rnid=156117011&ref=lp_156117011_nr_n_1	Nonfiction	Computers & Technology	Databases	Data Warehousing		
3404	https://www.amazon.com/s?bbn=156117011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156117011%2Cn%3A16977193011&dc&qid=1690011886&rnid=156117011&ref=lp_156117011_nr_n_2	Nonfiction	Computers & Technology	Databases	Database Management Systems		
3405	https://www.amazon.com/s?bbn=156117011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156117011%2Cn%3A16977194011&dc&qid=1690011886&rnid=156117011&ref=lp_156117011_nr_n_3	Nonfiction	Computers & Technology	Databases	Servers		
3406	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977195011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_6	Nonfiction	Computers & Technology	Digital Media			
3407	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A18623128011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_7	Nonfiction	Computers & Technology	Embedded Computer Systems			
3408	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156121011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_8	Nonfiction	Computers & Technology	Graphic Design			
3409	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977206011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_0	Nonfiction	Computers & Technology	Hardware	Keyboarding		
3410	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A156126011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_1	Nonfiction	Computers & Technology	Hardware	Macs		
3411	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977207011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_2	Nonfiction	Computers & Technology	Hardware	Mainframes & Minicomputers		
3412	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977209011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_3	Nonfiction	Computers & Technology	Hardware	Microprocessors & System Design		
3413	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977216011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_4	Nonfiction	Computers & Technology	Hardware	Mobile Devices		
3414	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A156127011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_5	Nonfiction	Computers & Technology	Hardware	Peripherals		
3415	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977219011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_6	Nonfiction	Computers & Technology	Hardware	Systems Architecture		
3416	https://www.amazon.com/s?bbn=156124011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156124011%2Cn%3A16977220011&dc&qid=1690011903&rnid=156124011&ref=lp_156124011_nr_n_7	Nonfiction	Computers & Technology	Hardware	Tablets		
3417	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977221011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_10	Nonfiction	Computers & Technology	Interactive & Multimedia			
3418	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A156133011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_0	Nonfiction	Computers & Technology	Networking & Communications	Client-Server Systems		
3419	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977223011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_1	Nonfiction	Computers & Technology	Networking & Communications	Cloud Computing		
3420	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977224011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_2	Nonfiction	Computers & Technology	Networking & Communications	Data Transmission Systems		
3421	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977226011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_3	Nonfiction	Computers & Technology	Networking & Communications	Internet & Networking		
3422	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977228011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_4	Nonfiction	Computers & Technology	Networking & Communications	LANs		
3423	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A156134011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_5	Nonfiction	Computers & Technology	Networking & Communications	Networks, Protocols & APIs		
3424	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977238011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_6	Nonfiction	Computers & Technology	Networking & Communications	System Administration		
3425	https://www.amazon.com/s?bbn=156132011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156132011%2Cn%3A16977245011&dc&qid=1690011924&rnid=156132011&ref=lp_156132011_nr_n_7	Nonfiction	Computers & Technology	Networking & Communications	Windows Administration		
3426	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A156138011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_0	Nonfiction	Computers & Technology	Operating Systems	Apple OS & iOS		
3427	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A16977250011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_1	Nonfiction	Computers & Technology	Operating Systems	Linux		
3428	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A16977251011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_2	Nonfiction	Computers & Technology	Operating Systems	Mainframe & Midrange		
3429	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A16977253011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_3	Nonfiction	Computers & Technology	Operating Systems	System Administration		
3430	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A156139011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_4	Nonfiction	Computers & Technology	Operating Systems	Unix		
3431	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A16977254011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_5	Nonfiction	Computers & Technology	Operating Systems	Virtualization		
3432	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A8288756011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_6	Nonfiction	Computers & Technology	Operating Systems	Windows		
3433	https://www.amazon.com/s?bbn=156136011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156136011%2Cn%3A8288757011&dc&qid=1690011943&rnid=156136011&ref=lp_156136011_nr_n_7	Nonfiction	Computers & Technology	Operating Systems	Windows Servers		
3434	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977255011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_0	Nonfiction	Computers & Technology	Programming	Algorithms		
3435	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977256011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_1	Nonfiction	Computers & Technology	Programming	Apple Programming		
3436	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A6361571011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_2	Nonfiction	Computers & Technology	Programming	Games		
3437	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977257011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_3	Nonfiction	Computers & Technology	Programming	Languages & Tools		
3438	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977281011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_4	Nonfiction	Computers & Technology	Programming	Microsoft Programming		
3439	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977282011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_5	Nonfiction	Computers & Technology	Programming	Mobile Devices		
3440	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977283011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_6	Nonfiction	Computers & Technology	Programming	Open Source		
3441	https://www.amazon.com/s?bbn=156140011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A16977285011&dc&qid=1690011962&rnid=156140011&ref=lp_156140011_nr_n_7	Nonfiction	Computers & Technology	Programming	Pattern Recognition		
3442	https://www.amazon.com/s?bbn=156144011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A156144011%2Cn%3A16977287011&dc&qid=1690011982&rnid=156144011&ref=lp_156144011_nr_n_0	Nonfiction	Computers & Technology	Programming	Software Design, Testing & Engineering	Object Oriented Design	
3443	https://www.amazon.com/s?bbn=156144011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A156144011%2Cn%3A156145011&dc&qid=1690011982&rnid=156144011&ref=lp_156144011_nr_n_1	Nonfiction	Computers & Technology	Programming	Software Design, Testing & Engineering	Software Development	
3444	https://www.amazon.com/s?bbn=156144011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A156140011%2Cn%3A156144011%2Cn%3A156146011&dc&qid=1690011982&rnid=156144011&ref=lp_156144011_nr_n_2	Nonfiction	Computers & Technology	Programming	Software Design, Testing & Engineering	Software Project Management	
3445	https://www.amazon.com/s?bbn=156116011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16977290011&dc&qid=1690011854&rnid=156116011&ref=lp_156116011_nr_n_14	Nonfiction	Computers & Technology	Security & Encryption			
3446	https://www.amazon.com/s?bbn=16232536011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011%2Cn%3A16232537011&dc&qid=1690011992&rnid=16232536011&ref=lp_16232536011_nr_n_0	Nonfiction	Computers & Technology	Tech Culture & Computer Literacy	Blogging		
3447	https://www.amazon.com/s?bbn=16232536011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011%2Cn%3A16977297011&dc&qid=1690011992&rnid=16232536011&ref=lp_16232536011_nr_n_1	Nonfiction	Computers & Technology	Tech Culture & Computer Literacy	Computer Literacy		
3448	https://www.amazon.com/s?bbn=16232536011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011%2Cn%3A16977298011&dc&qid=1690011992&rnid=16232536011&ref=lp_16232536011_nr_n_2	Nonfiction	Computers & Technology	Tech Culture & Computer Literacy	E-Commerce		
3449	https://www.amazon.com/s?bbn=16232536011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011%2Cn%3A16977299011&dc&qid=1690011992&rnid=16232536011&ref=lp_16232536011_nr_n_3	Nonfiction	Computers & Technology	Tech Culture & Computer Literacy	Electronic Publishing		
3450	https://www.amazon.com/s?bbn=16232536011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156116011%2Cn%3A16232536011%2Cn%3A16977302011&dc&qid=1690011992&rnid=16232536011&ref=lp_16232536011_nr_n_4	Nonfiction	Computers & Technology	Tech Culture & Computer Literacy	Information Technology		
